tweet_id,SourceDataBase,OS,Tweet-Class_category-Code,Tweet_source,Tweeted-By,retweet_count,Tweet,Country,class
neu-GG-Tweet-10249,MySQL,Windows,99,S5,P30317,0,my neck hurts  ,UK,2
neu-GG-Tweet-10248,MySQL,Windows,99,S5,P30316,0,"@Danubus Yay, sleep is good. I slept awful though ",UK,2
neu-GG-Tweet-10247,MySQL,Windows,99,S5,P30315,0,My printer / scanner / copier in on the fritz ,UK,2
neu-GG-Tweet-10246,MySQL,Windows,99,S5,P30314,0,I'm cold  and nothing seems to be working today like its supposed too...let's see if I can fix something...,UK,2
neu-569262631258705000,Orcale12c,UNIX,99,S4,P2310,0, - it is possible to make a ticket change via Twitter? Traveling internationally and can't make call,Canada,2
neu-GG-Tweet-10245,MySQL,Windows,99,S5,P30313,0,"@rdavidian I love piano! My mom played, and it's my favorite music. I'd take it up again, but my fingers are too arthritic. ",UK,2
neu-GG-Tweet-10244,MySQL,Windows,99,S5,P30312,0,im finally awake but idnt feel soo good ,UK,2
neu-GG-Tweet-10243,MySQL,Windows,99,S5,P30311,0,@kennyburns say something profound  I'm having a bad day. My college is trying to f me over. ,UK,2
neu-GG-Tweet-10242,MySQL,Windows,99,S5,P30310,0,@Kitta I hate the red ring of death.. Had it twice  grrrrrrr,UK,2
neu-569261077877248000,Orcale12c,UNIX,99,S4,P2315,0, give me an email address and I'll send the actually screen shot to you.,Canada,2
neu-GG-Tweet-10241,MySQL,Windows,99,S5,P30309,0,tuesday! this week is going so slow ,UK,2
neu-569260922365063000,Orcale12c,UNIX,99,S4,P2317,0, also checked email you have on file for me and it is correct,Canada,2
neu-GG-Tweet-10240,MySQL,Windows,99,S5,P30308,0,@LeMinxxx you look angry in your picture now...  LOL,UK,2
neu-GG-Tweet-10239,MySQL,Windows,99,S5,P30307,0,don't know about that Business Law test I just took...not looking forward to the Quantitative Analysis test at 10 ,UK,2
neu-GG-Tweet-10238,MySQL,Windows,99,S5,P30306,0,Aaaarh!!!! I was doing fine from 1 till 50. Questions 51 to 65 were the a to n kind. luckily that was part A. Part B was much harder. ,UK,2
neu-GG-Tweet-10237,MySQL,Windows,99,S5,P30305,0,Anybody else sad about Dr. Kutner?   ,UK,2
neu-GG-Tweet-10236,MySQL,Windows,99,S5,P30304,0,"had a dream where he was trying to tell his friends that he had just found out he had a child w/ someone, but they didn't care. ",UK,2
neu-GG-Tweet-10235,MySQL,Windows,99,S5,P30303,0,It finally sunk in. ,UK,2
neu-GG-Tweet-10234,MySQL,Windows,99,S5,P30302,0,"is so nervous about the idea of ISP's capping monthly bandwith. Not like butterflies nervous, but puking all over the desk nervous ",UK,2
neu-GG-Tweet-10233,MySQL,Windows,99,S5,P30301,0,This face mask is rlly sticky ,UK,2
neu-GG-Tweet-10232,MySQL,Windows,99,S5,P30300,0,@TonyWade aww thanks! I don't play harp  I play violin very badly! think I'll stick to singing!when I need a fanclub I'll be onto you ;-),UK,2
neu-GG-Tweet-10231,MySQL,Windows,99,S5,P30299,0,"@Oscar_BP  feel better, I'll make sure ur game is there for when u get home!",UK,2
neu-GG-Tweet-10230,MySQL,Windows,99,S5,P30298,0,Either doing homework or in class til 7 ,UK,2
neu-GG-Tweet-10229,MySQL,Windows,99,S5,P30297,0,Off to work. It is the start of a beautiful day and I will be stuck inside. ,UK,2
neu-GG-Tweet-10228,MySQL,Windows,99,S5,P30296,0,"hears it's April, but still sees February when he looks outside. Also, woke up with PVCs. Lovely.    http://twitpic.com/2yft8",UK,2
neu-GG-Tweet-10227,MySQL,Windows,99,S5,P30295,0,Working on WWF banners now. Was very upset when I figured out that WWF was some panda stuff and not World Wrestling Federation  ,UK,2
neu-GG-Tweet-10226,MySQL,Windows,99,S5,P30294,0,I often feel like I'm going to have a panic attack when I have to register for classes. ,UK,2
neu-GG-Tweet-10225,MySQL,Windows,99,S5,P30293,0,has a throat infection and is feeling sorry for herself... ,UK,2
neu-GG-Tweet-10224,MySQL,Windows,99,S5,P30292,0,"working til 6pm, after that class til 9.45pm, hopefully wing night after that ... Miss my ISAG guys already ",UK,2
neu-GG-Tweet-10223,MySQL,Windows,99,S5,P30291,0,studying for a test i don't want to take ,UK,2
neu-GG-Tweet-10222,MySQL,Windows,99,S5,P30290,0,"@starbreaker85 I wish I could do that...unfortunately, it's at work where I need mine.  ",UK,2
neu-GG-Tweet-10221,MySQL,Windows,99,S5,P30289,0,At work ,UK,2
neu-GG-Tweet-10220,MySQL,Windows,99,S5,P30288,0,"strange start to the #f1 season. Brawn 1,2 in australia, abandoned race in malaysia and 0 points for ferrari so far ",UK,2
neu-GG-Tweet-10219,MySQL,Windows,99,S5,P30287,0,@stephenfry All I get is &quot;damn you're white&quot;. Even in winter ,UK,2
neu-GG-Tweet-10218,MySQL,Windows,99,S5,P30286,0,@nancypr19- how was your birthday? presents? my cell is shut off so cannot call or send text ,UK,2
neu-569253285015752000,Orcale12c,UNIX,99,S4,P2341,0, !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF,Canada,2
neu-GG-Tweet-10217,MySQL,Windows,99,S5,P30285,0,Working again  ,UK,2
neu-GG-Tweet-10216,MySQL,Windows,99,S5,P30284,0,needs some laughing material... today is going to be long and BORING ,UK,2
neu-GG-Tweet-10215,MySQL,Windows,99,S5,P30283,0,@michaelgio agreed. ,UK,2
neu-GG-Tweet-10214,MySQL,Windows,99,S5,P30282,0,sick ...and giant accounting test at 6 ,UK,2
neu-GG-Tweet-10213,MySQL,Windows,99,S5,P30281,0,April showers isn't supposed to mean snow.  *sigh,UK,2
neu-GG-Tweet-10212,MySQL,Windows,99,S5,P30280,0,"stomach cramps are getting worse, struggling to walk now. ",UK,2
neu-GG-Tweet-10211,MySQL,Windows,99,S5,P30279,0,Thinking....why did i get sucked into another one ,UK,2
neu-GG-Tweet-10210,MySQL,Windows,99,S5,P30278,0,is pretty sure someone is eating in the bathroom stall. that's really high school of them and kind of sad ,UK,2
neu-GG-Tweet-10209,MySQL,Windows,99,S5,P30277,0,"@lisaturner I'm ok, thanks so much for asking  Sorry I can't respond to DMs atm - darn TweetDeck is playing up ",UK,2
neu-GG-Tweet-10208,MySQL,Windows,99,S5,P30276,0,"dragging @ work  hearing tons of sirens going off also check out @courtneylover79  's KRZY rants, omg, wtf !!",UK,2
neu-GG-Tweet-10207,MySQL,Windows,99,S5,P30275,0,"Tuesday? ughhh, the weekend is nowhere in sight!! ",UK,2
neu-GG-Tweet-10206,MySQL,Windows,99,S5,P30274,0,@ruthy23 Did get some time until daughter &amp; baby moved in as mum goes to bed around 8.00pm. Now hardly ever unless very late at night ,UK,2
neu-GG-Tweet-10205,MySQL,Windows,99,S5,P30273,0,Just got home from LDN miss it tones already  but will return soon lpl,UK,2
neu-GG-Tweet-10204,MySQL,Windows,99,S5,P30272,0,"@justincresswell  I can't go to the networking event tonight, I'm interviewing a girl at 6 ",UK,2
neu-GG-Tweet-10203,MySQL,Windows,99,S5,P30271,0,"is annoyed when other people are &quot;too busy&quot; to do their work, so they ask me to do it. not fair!  ",UK,2
neu-GG-Tweet-10202,MySQL,Windows,99,S5,P30270,0,"it's snowing  i'm off too school now.I start my intensive gym class today, so i'm at school until 9!",UK,2
neu-569247579692781000,Orcale12c,UNIX,99,S4,P2358,0, SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw,Canada,2
neu-GG-Tweet-10201,MySQL,Windows,99,S5,P30269,0,"Standing between me &amp; spring break: 6 days, filing taxes (I owe  ), end of term and figuring out grades, dentist today...",UK,2
neu-GG-Tweet-10200,MySQL,Windows,99,S5,P30268,0,@cleolinda I suppose there aren't any around Alabama though. ,UK,2
neu-GG-Tweet-10199,MySQL,Windows,99,S5,P30267,0,i'm freezing ,UK,2
neu-GG-Tweet-10198,MySQL,Windows,99,S5,P30266,0, the stitches on my radiohead shirt are coming undone. wahhhh,UK,2
neu-GG-Tweet-10197,MySQL,Windows,99,S5,P30265,0,@bcslaski i dont think ive logged in in like a month or more! work too much. my town is probably all run down ,UK,2
neu-569244202225307000,Orcale12c,UNIX,99,S4,P2364,0, So what's allowed or what's not allowed to be carried in my checked baggage?,Canada,2
neu-GG-Tweet-10196,MySQL,Windows,99,S5,P30264,0,@spamantha00 I KNOW!  So sad..  ,UK,2
neu-GG-Tweet-10195,MySQL,Windows,99,S5,P30263,0,@mileycyrus Miley my tummy hurts too and my head hurts it sounds like someone is pounding on my head!  ,UK,2
neu-GG-Tweet-10194,MySQL,Windows,99,S5,P30262,0,@Bash Those are horrific. Totally destroys your faith in people. ,UK,2
neu-GG-Tweet-10193,MySQL,Windows,99,S5,P30261,0,I think my hair is thinning ,UK,2
neu-GG-Tweet-10192,MySQL,Windows,99,S5,P30260,0,Going back home ,UK,2
neu-GG-Tweet-10191,MySQL,Windows,99,S5,P30259,0,@SASSYSALSA nice.  tell deana i'm sorry i didn't call her.  ,UK,2
neu-569242111100514000,Orcale12c,UNIX,99,S4,P2371,0," I haven't booked yet, I'm asking before I book",Canada,2
neu-GG-Tweet-10190,MySQL,Windows,99,S5,P30258,0,@michaelgrainger lol. poor thing. I'm ok. On the phone at the mo. My best friends mum is in hospital  Just found out. She's stable now,UK,2
neu-GG-Tweet-10189,MySQL,Windows,99,S5,P30257,0,@Sarvas138 that's a terrible idea...it would make me sad ,UK,2
neu-GG-Tweet-10188,MySQL,Windows,99,S5,P30256,0,is mouring the loss of The Game... I really liked that show ,UK,2
neu-GG-Tweet-10187,MySQL,Windows,99,S5,P30255,0,"@natfriedman Yes, and he's even hiring, but now that I own a house, I'm not in a great position to relocate to Emeryville. ",UK,2
neu-569239939776274000,Orcale12c,UNIX,99,S4,P2376,0, since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with m,Canada,2
neu-GG-Tweet-10186,MySQL,Windows,99,S5,P30254,0,university coursework ,UK,2
neu-GG-Tweet-10185,MySQL,Windows,99,S5,P30253,0,@sabriel_bouvier i know ,UK,2
neu-569238148032671000,Orcale12c,UNIX,99,S4,P2379,0, correct?  What's correct?  Sorry I'm lost,Canada,2
neu-GG-Tweet-10184,MySQL,Windows,99,S5,P30252,0,Maybe I'm chasing the flush   .....,UK,2
neu-GG-Tweet-10183,MySQL,Windows,99,S5,P30251,0,"starting the day off in a nice, quiet engineering library. my &quot;.&quot; key is stuck.  gotta clean out the laptop sometime",UK,2
neu-GG-Tweet-10182,MySQL,Windows,99,S5,P30250,0,Oh... I'm just boring... ,UK,2
neu-569236060615667000,Orcale12c,UNIX,99,S4,P2383,0, I'm flying UA but *G with A3,Canada,2
neu-GG-Tweet-10181,MySQL,Windows,99,S5,P30249,0,@famousmontana wowzer. so u not gonna come see me?  i could bowl!,UK,2
neu-569235062862036000,Orcale12c,UNIX,99,S4,P2385,0," we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5h",Canada,2
neu-GG-Tweet-10180,MySQL,Windows,99,S5,P30248,0,I hate the weather in Taipei. It always makes me SICK. ,UK,2
neu-GG-Tweet-10179,MySQL,Windows,99,S5,P30247,0,@miemoface eeeeew get coffee beforehand ,UK,2
neu-569233434423353000,Orcale12c,UNIX,99,S4,P2388,0, Home is Calgary can you get us there without the added expense of accommodations and meals.,Canada,2
neu-GG-Tweet-10178,MySQL,Windows,99,S5,P30246,0,@tarniecullen lol yea ,UK,2
neu-GG-Tweet-10177,MySQL,Windows,99,S5,P30245,0,"Unreliable internet, potholes and a phone that doesn't dial properly.  - Text formatting is being stripped from some pages, any ideas?",UK,2
neu-GG-Tweet-10176,MySQL,Windows,99,S5,P30244,0,@Seanazzopardi I don't have the template on this computer innit  sorry.,UK,2
neu-GG-Tweet-10175,MySQL,Windows,99,S5,P30243,0,"@Twxtd4Jordan well, i wish he's let us in on it...so we know when our man is on....i'm missing him lately ",UK,2
neu-GG-Tweet-10174,MySQL,Windows,99,S5,P30242,0,Trying to decipher my german friend's message. The sad part is I can only speak english. ,UK,2
neu-GG-Tweet-10173,MySQL,Windows,99,S5,P30241,0,"@mileycyrus .. You on the tyra show, i will have to watch that online, they dont show it in the UK i dont think. ",UK,2
neu-GG-Tweet-10172,MySQL,Windows,99,S5,P30240,0,@Carm823 I did!! It looks good! Im gonna twitpic it when its not so red.... Im definitely sore today.... ,UK,2
neu-GG-Tweet-10171,MySQL,Windows,99,S5,P30239,0,today i wish to get out of australia. tomorrow i will have the same wish ,UK,2
neu-GG-Tweet-10170,MySQL,Windows,99,S5,P30238,0,twitter on the crackberry still a no-go ,UK,2
neu-569229796401684000,Orcale12c,UNIX,99,S4,P2398,0, nope.  no case id either time.,Canada,2
neu-GG-Tweet-10169,MySQL,Windows,99,S5,P30237,0,@eyesbehindshade yo homie!!! whats nyc saying??? Gonna miss you this weekend ,UK,2
neu-GG-Tweet-10168,MySQL,Windows,99,S5,P30236,0,I get my new camera on Thursday! Im so excited I could piss myself. Oops I already did! ,UK,2
neu-GG-Tweet-10167,MySQL,Windows,99,S5,P30235,0,where has all the duchy originals peppermint tea gone?? down to last 2 bags with no replacements in sight ,UK,2
neu-GG-Tweet-10166,MySQL,Windows,99,S5,P30234,0,"I need to get more Tang at a bodega, my orange/strawberry mix is gone today ",UK,2
neu-569227342675116000,Orcale12c,UNIX,99,S4,P2403,0," A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg? ",Canada,2
neu-GG-Tweet-10165,MySQL,Windows,99,S5,P30233,0,"@LiberaReggio The pictures and video in the media break my heart.  It's just devastating to think so many hurt, dead, and homeless! ",UK,2
neu-GG-Tweet-10164,MySQL,Windows,99,S5,P30232,0,vacation over  drove straight through from hot springs....17 &amp; 1/2 hours!,UK,2
neu-GG-Tweet-10163,MySQL,Windows,99,S5,P30231,0,i briefly had a follower but she left me - now i feel so alone ,UK,2
neu-GG-Tweet-10162,MySQL,Windows,99,S5,P30230,0,At home sick  Chicken noodle soup&lt;3,UK,2
neu-GG-Tweet-10161,MySQL,Windows,99,S5,P30229,0,@tomashastings More OS fun...  Muddling thru so I can get my pics up today tho!,UK,2
neu-GG-Tweet-10160,MySQL,Windows,99,S5,P30228,0,grabbing some food before class maybe... 11:05-12:20 &amp; 12:30-3:10  then nap or swimming and some speech thing for class at 6ish ewww! bye,UK,2
neu-569222424236916000,Orcale12c,UNIX,99,S4,P2410,0, already DM you my concern. Pls check.,Canada,2
neu-GG-Tweet-10159,MySQL,Windows,99,S5,P30227,0,@KristinMorelli Congrats! I love what Bob Doyle has to say..but busy tonight  ,UK,2
neu-569221517298368000,Orcale12c,UNIX,99,S4,P2412,0," I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight",Canada,2
neu-GG-Tweet-10158,MySQL,Windows,99,S5,P30226,0,"@krist0ph3r fring has gchat, msn, twitter, facebook, skype, etc. Last i checkd, Nimbuzz dint have the works.. ",UK,2
neu-GG-Tweet-10157,MySQL,Windows,99,S5,P30225,0,"@karlseguin Ack, doesn't seem to work anymore  was an awesome tool!",UK,2
neu-GG-Tweet-10156,MySQL,Windows,99,S5,P30224,0,"misses having a roommate that would go get ice cream or go to the store in the middle of the night. kuhn, that means you. ",UK,2
neu-GG-Tweet-10155,MySQL,Windows,99,S5,P30223,0,wishing the week was over.... ,UK,2
neu-GG-Tweet-10154,MySQL,Windows,99,S5,P30222,0,"Getting ready to go out with Jolie... and being a girl, since I have nothing pretty to wear. I mean, I do, but I'm just being fickle. ",UK,2
neu-GG-Tweet-10153,MySQL,Windows,99,S5,P30221,0,sad but true   ? http://blip.fm/~3xj00,UK,2
neu-569217285593788000,Orcale12c,UNIX,99,S4,P2419,0, same flight number different flight. I'm heading to MPLS,Canada,2
neu-569216245574311000,Orcale12c,UNIX,99,S4,P2420,0, flights taking off from IAD this afternoon?,Canada,2
neu-569216055018704000,Orcale12c,UNIX,99,S4,P2421,0, I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deploymen,Canada,2
neu-GG-Tweet-10152,SAP HANA,Windows,99,S5,P30220,0,@hyperbets now day 2  i hope yours goes away asap!,UK,2
neu-569215742224281000,Orcale12c,UNIX,99,S4,P2423,0, and a husband.,Canada,2
neu-GG-Tweet-10151,SAP HANA,Windows,99,S5,P30219,0,"Still have the effing pink eye, and I actually think it's WORSE today. Math class at 11, but skipping my observation.  This makes me sad.",UK,2
neu-GG-Tweet-10150,SAP HANA,Windows,99,S5,P30218,0,"I am equipped with new music, including the Best Of Meatloaf w/ 12m &quot;I Would Do...&quot; - Couldn't find 17m version  - wooha",UK,2
neu-GG-Tweet-10149,SAP HANA,Windows,99,S5,P30217,0,I'm trying to find a suitable replacement for diet soda....but this large unsweetened iced tea is gross ,UK,2
neu-GG-Tweet-10148,SAP HANA,Windows,99,S5,P30216,0,@OttawaLawyers It was...a lamb ,UK,2
neu-569213441694568000,Orcale12c,UNIX,99,S4,P2428,0, I take it as a compliment that I was mistaken several times as a member of your staff on my flight.,Canada,2
neu-GG-Tweet-10147,SAP HANA,Windows,99,S5,P30215,0,"1st call to 3uk about mobbler/last.fm problem, is being investigated and they will get back to me in 48hrs ",UK,2
neu-GG-Tweet-10146,SAP HANA,Windows,99,S5,P30214,0,its so nice out today i wish i didnt have to work today ,UK,2
neu-GG-Tweet-10145,SAP HANA,Windows,99,S5,P30213,0,@tokiwartooth Sorry to hear that sweetie. ,UK,2
neu-GG-Tweet-10144,SAP HANA,Windows,99,S5,P30212,0,none of my friends have twitter ,UK,2
neu-GG-Tweet-10143,SAP HANA,Windows,99,S5,P30211,0,Just boarded!! @suki thanx!! Wish you were all coming too  I think I hate the word &quot;mama&quot; now!!,UK,2
neu-GG-Tweet-10142,SAP HANA,Windows,99,S5,P30210,0,@antzpantz that makes me sad  the ones i make are happy and delicious ,UK,2
neu-GG-Tweet-10141,SAP HANA,Windows,99,S5,P30209,0,@Teh_Molly poor puppy ,UK,2
neu-569209352730513000,Orcale12c,UNIX,99,S4,P2436,0," I'm glad 1K means something, lol!",Canada,2
neu-GG-Tweet-10140,SAP HANA,Windows,99,S5,P30208,0,going home today  such an awesome vacay!,UK,2
neu-GG-Tweet-10139,SAP HANA,Windows,99,S5,P30207,0,It's officially too damn early! My dark circles have dark circles! ,UK,2
neu-569208067243401000,Orcale12c,UNIX,99,S4,P2439,0, I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?,Canada,2
neu-GG-Tweet-10138,SAP HANA,Windows,99,S5,P30206,0,I current;y hate FriendBlastPro... it's being dumb... And making my life harder ,UK,2
neu-GG-Tweet-10137,SAP HANA,Windows,99,S5,P30205,0,I *know* coveritlive mobile works on an iPhone.  but apparently I don't have one of those  #txdla09,UK,2
neu-GG-Tweet-10136,SAP HANA,Windows,99,S5,P30204,0,MORNING WORLD. OPENING DAY!!!!!!!!!!!!!!! RAIN IN TEH FORCAST ,UK,2
neu-GG-Tweet-10135,SAP HANA,Windows,99,S5,P30203,0,"Busy, busy...me {Its is too cold} I don't want to go outside ",UK,2
neu-GG-Tweet-10134,SAP HANA,Windows,99,S5,P30202,0,oh god. so sick of editing. not even halfway through ,UK,2
neu-GG-Tweet-10133,SAP HANA,Windows,99,S5,P30201,0,"haixt ,, it's  been a bad day for me ,, ",UK,2
neu-GG-Tweet-10132,SAP HANA,Windows,99,S5,P30200,0,Looking forward to the dentists ,UK,2
neu-GG-Tweet-10131,SAP HANA,Windows,99,S3,P30199,0,can't work out whether I have hayfever or a cold. It will result in a red nose and a bad temper either way ,UK,2
neu-GG-Tweet-10130,SAP HANA,Windows,99,S3,P30198,0,@mangosmoothie I need MORE songs on my itunes! ,UK,2
neu-GG-Tweet-10129,SAP HANA,Windows,99,S3,P30197,0,@anniidempsie I just looove skins! shame that 3rd series is over ,UK,2
neu-GG-Tweet-10128,SAP HANA,Windows,99,S3,P30196,0,@SmallSlice Nope   I'm not a fan of the Carrot Cake.  Sorry ,UK,2
neu-GG-Tweet-10127,SAP HANA,Windows,99,S3,P30195,0,#Gmail is very ropey for me today ,UK,2
neu-GG-Tweet-10126,SAP HANA,Windows,99,S3,P30194,0,in class. im EARLY. bummed RYAN SEACREST never talked about the hills while I was on my way to school ,UK,2
neu-GG-Tweet-10125,SAP HANA,Windows,99,S3,P30193,0,The wind and rain seriously don't agree with my hair. ,UK,2
neu-GG-Tweet-10124,SAP HANA,Windows,99,S3,P30192,0,Way too stressed out ,UK,2
neu-GG-Tweet-10123,SAP HANA,Windows,99,S3,P30191,0,@MattTarrant yeh that was the only helpful thing i found but no go  i guess it must just be the area i'm in. will try it when i go home,UK,2
neu-GG-Tweet-10122,SAP HANA,Windows,99,S3,P30190,0,was supposed to wake up at 4 so I could write and go to the gym. Well... you see the time. ,UK,2
neu-GG-Tweet-10121,SAP HANA,Windows,99,S3,P30189,0,@KevinDJones I have had zero time for either lately   But I'm confident that'll get back to normal very soon with your help ,UK,2
neu-569193887706812000,Orcale12c,UNIX,99,S4,P2458,0, Yes. Luckily I was there.,Canada,2
neu-GG-Tweet-10120,SAP HANA,Windows,99,S3,P30188,0,"@inside_out I do have TweetDeck, but it seems to crash my computer every time I use it. ",UK,2
neu-GG-Tweet-10119,SAP HANA,Windows,99,S3,P30187,0,SHIT I wanted to sign up for the gaypride parade in amsterdam but thy reached the maximum boats yesterday... how much bad luck can I have ,UK,2
neu-GG-Tweet-10118,SAP HANA,Windows,99,S3,P30186,0,@rbbandstand WICBT (Wish I Could Be There) Snowing here   .....like our class song said...&quot;The Sun will come out...tomorrow&quot; ::gagging::,UK,2
neu-569191687794270000,Orcale12c,UNIX,99,S4,P2462,0, can you please follow for a DM?,Canada,2
neu-GG-Tweet-10117,SAP HANA,Windows,99,S3,P30185,0,@sarahbatty 2  and raining,UK,2
neu-GG-Tweet-10116,SAP HANA,Windows,99,S3,P30184,0,@McFlyRule so am i! ,UK,2
neu-GG-Tweet-10115,SAP HANA,Windows,99,S3,P30183,0,Cat has an appt this afternoon at 3:45. She ate a little this morning. She's hiding right now. I'm worried. ,UK,2
neu-GG-Tweet-10114,SAP HANA,Windows,99,S3,P30182,0,"@KeithCraft. I feel your pain. We had a sprinkler line bust underground &amp; we're on a hill. Flooded nasty neighbors yard, 400. water bill ",UK,2
neu-GG-Tweet-10113,SAP HANA,Windows,99,S3,P30181,0,@mileycyrus Billy Ray's new album is fantastic. I'm listening it on iTunes. I'd buy it but it's not out in Aus  Make it come out here!,UK,2
neu-GG-Tweet-10112,SAP HANA,Windows,99,S3,P30180,0,Boored and im only home 5 minutes ,UK,2
neu-GG-Tweet-10111,SAP HANA,Windows,99,S3,P30179,0,@halosecretarial There is a hashtag #IVAA09 for the Summit  I'm not cool either   Couldn't go.,UK,2
neu-GG-Tweet-10110,SAP HANA,Windows,99,S3,P30178,0,"Feeling really unspeakably bummed out today. Have absolutely no idea why, which is bumming me out even more.  Bah.",UK,2
neu-GG-Tweet-10109,SAP HANA,Windows,99,S3,P30177,0,All my tomato and dill seedlings are dying ,UK,2
neu-GG-Tweet-10108,SAP HANA,Windows,99,S3,P30176,0,wants to go to #smc_mcr and #phpnw &quot;real meets&quot; sometime.... not going to happen today though. ,UK,2
neu-GG-Tweet-10107,SAP HANA,Windows,99,S3,P30175,0,i lost a follower  ughh. im up now,UK,2
neu-GG-Tweet-10106,SAP HANA,Windows,99,S3,P30174,0,@virtual4now ugh. [/me sends you warm pair of virtual running gloves.] ,UK,2
neu-569183387816038000,Orcale12c,UNIX,99,S4,P2475,0, I was just calling the Global Services help desk so via phone.,Canada,2
neu-569182643155300000,Orcale12c,UNIX,99,S4,P2476,0," on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",Canada,2
neu-GG-Tweet-10105,SAP HANA,Windows,99,S3,P30173,0,"@duhktape I had a CRAZY dream about you, I asked you to shave your beard in order to sleep with me I never found out if you did it or not ",UK,2
neu-GG-Tweet-10104,SAP HANA,Windows,99,S3,P30172,0,Mos amazing food ever! I loved my lunch I am stuffed! best food I had out here since I came to Spain! Everything else has gotten me sick ,UK,2
neu-569179721549914000,Orcale12c,UNIX,99,S4,P2479,0, how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles,Canada,2
neu-GG-Tweet-10103,SAP HANA,Windows,99,S3,P30171,0,i am getting ready for school start a 8:00 not in your seat by 8 your tardy! ,UK,2
neu-569177940027674000,Orcale12c,UNIX,99,S4,P2481,0,  no thanks,Canada,2
neu-569177080014901000,Orcale12c,UNIX,99,S4,P2482,0, I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue to,Canada,2
neu-GG-Tweet-10102,SAP HANA,Windows,99,S3,P30170,0,@SherriEShepherd why does Joy always look so unhappy on the show.  At times very grumpy   ,UK,2
neu-GG-Tweet-10101,SAP HANA,Windows,99,S3,P30169,0,"customs are holding our container, so some of our customers can't go camping for Easter  Boo to HM CUSTOMS!!",UK,2
neu-GG-Tweet-10100,SAP HANA,Windows,99,S3,P30168,0,"ay nag-online sandali dahil atat sa grades. Unfortunately, di pa rin complete ang grades ko sa CRS.   http://plurk.com/p/n2exb",UK,2
neu-GG-Tweet-10099,SAP HANA,Windows,99,S3,P30167,0,@greenalley Are you a Vfactory fan? Cause I am ^^ and i'm french. But they don't answer me ,UK,2
neu-GG-Tweet-10098,SAP HANA,Windows,99,S3,P30166,0,"@uterope ocram twittea la sentencia, estoy en clases ",UK,2
neu-GG-Tweet-10097,SAP HANA,Windows,99,S3,P30165,0,@O2UKOfficial If I am a beta tester for os3 on the iPhone can i get MMS enabled? Because I can't at the moment.... ,UK,2
neu-569170541250129000,Orcale12c,UNIX,99,S4,P2489,0, lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,Canada,2
neu-GG-Tweet-10096,SAP HANA,Windows,99,S3,P30164,0,"@mrscdonaldson I'm sorry, no one at LC will be able to open your link, because IT has now blocked access to bit.ly domain on LC computers ",UK,2
neu-GG-Tweet-10095,SAP HANA,Windows,99,S3,P30163,0,really wishes he didn't have to make this html email newsletter  Why do people like this stuff?,UK,2
neu-GG-Tweet-10094,SAP HANA,Windows,99,S3,P30162,0,I wish my cold or watever I have goes away SOON! Dang allergies. I wish I was in bed right now ,UK,2
neu-GG-Tweet-10093,SAP HANA,Windows,99,S3,P30161,0,going to my least favorite classes today ugh i hate tuesdays!!! ,UK,2
neu-GG-Tweet-10092,SAP HANA,Windows,99,S3,P30160,0,is boreddd of revision ,UK,2
neu-GG-Tweet-10091,SAP HANA,Windows,99,S3,P30159,0,my drivin teacher says i should drive faster  dat seems scary drivin @ like 70mph,UK,2
neu-GG-Tweet-10090,SAP HANA,Windows,99,S3,P30158,0,woops got chocolate milkshake on my white top :S grr my top  &lt;3,UK,2
neu-569164871465439000,Orcale12c,UNIX,99,S4,P2497,0, my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,USA,2
neu-GG-Tweet-10089,SAP HANA,Windows,99,S3,P30157,0,why is it cold again? I'm not wearing enough layers! ,UK,2
neu-569164042679377000,Orcale12c,UNIX,99,S4,P2499,1, #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t,USA,2
neu-GG-Tweet-10088,SAP HANA,Windows,99,S3,P30156,0,...omg it's only 10 o'clock!  damn it's going to be a looonnng day ,UK,2
neu-GG-Tweet-10087,SAP HANA,Windows,99,S3,P30155,0,@nappypoet oh my goodness!!  a student really said that? ,UK,2
neu-GG-Tweet-10086,SAP HANA,Windows,99,S3,P30154,0,@frypilot yes but it happens everytime you listen to ftsk  and i listen to ftsk and dont want that to happen to kitts! :'(!,UK,2
neu-GG-Tweet-10085,SAP HANA,Windows,99,S3,P30153,0,my laptop is acting hella retarded. ,UK,2
neu-GG-Tweet-10084,SAP HANA,Windows,99,S3,P30152,0,was late to work and hopes she is not in trouble... ,UK,2
