tweet_id,Tweet,class
neu-GG-Tweet-10938,amaz big head ha not made lose balanc fall faceyetand love much watch happen,0
neu-GG-Tweet-10937,caught cold,1
neu-GG-Tweet-10936,anyon want buy dear unemploy friend darryl austin citi limit day ticket onli guess ill sit year,1
neu-GG-Tweet-10935,boo work unrel news get highlypaid roommat contact sent email last week respons,2
neu-GG-Tweet-10934,I am sick someon come take care,1
neu-GG-Tweet-10933,sure everytim tri slow v,1
neu-GG-Tweet-10931,ok offici feel like crap dunno allergi cold hate feel phlem back throat,1
neu-GG-Tweet-10930,total agre half way done want complet today,1
neu-GG-Tweet-10929,wish wa not ill,1
neu-GG-Tweet-10928,realli want watch new fma internet fail hard,1
neu-GG-Tweet-10927,oh gosh sick today,1
neu-GG-Tweet-10924,dreamt own gta,2
neu-GG-Tweet-10923,sorri,1
neu-GG-Tweet-10922,hate watch tree get cut downit depress,1
neu-GG-Tweet-10919,go work work pay bill fun one,0
neu-GG-Tweet-10918,true art get live forev shot glass finit lmao,0
neu-GG-Tweet-10916,second,2
neu-GG-Tweet-10915,anoth night alon,2
neu-569695198239793000,can tell jet airway award avail,2
neu-GG-Tweet-10914,where twilight dvd,2
neu-569693689766907000,what chanc flight ewr pit cancel flight tomorrow,2
neu-569693430902861000,rcvd promo book flight silver statu would extend do not flier tha,2
neu-GG-Tweet-10913,ok ill hold back tear ya kansa citi,2
neu-569692618797355000,flight tomorrow,2
neu-GG-Tweet-10912,one hour count tire,1
neu-GG-Tweet-10911,the second start post move subscrib section thought guy,2
neu-GG-Tweet-10910,reno ill alway rememb differ cast I am go need time,1
neu-GG-Tweet-10909,cept still get earli suck haha,2
neu-GG-Tweet-10908,oh yeawould better function well work idi sob,0
neu-GG-Tweet-10907,need trip vega soon miss you will find pool bikini peopl watch footbal long island,1
neu-GG-Tweet-10906,and unfortun probabl never,1
neu-GG-Tweet-10905,woken earli big pair brown eye unfortun do not belong puppi belong evil mayan,1
neu-GG-Tweet-10904,wish spring temperatureshad break winter jacket today,2
neu-GG-Tweet-10903,hope get better soon make sure alot fluid,0
neu-GG-Tweet-10902,absolut soul destroy,2
neu-GG-Tweet-10901,edison plea do not shut power yet music play day,2
neu-GG-Tweet-10900,super overwhelm schoolwork,0
neu-GG-Tweet-10898,ugh I am sorri chica feel like one understand issu like wmakeup least monday,1
neu-GG-Tweet-10897,coffe keep go oh god work tomorrowm good ol macca,0
neu-GG-Tweet-10895,where haddad mayb tweetdeck doe not like updat have not seen,2
neu-GG-Tweet-10894,student poverti it suppos,1
neu-GG-Tweet-10893,big mama miss mommi alway gone httpappsfacebookcomdogbookprofileview,1
neu-GG-Tweet-10892,got mosquito bite morn hate,1
neu-GG-Tweet-10890,tire,1
neu-GG-Tweet-10889,there go top option one know,0
neu-GG-Tweet-10888,holi shit there is snow richmondyet stupid weather,1
neu-GG-Tweet-10887,whi doctor choos alway take forev hate waitingit min alreadi,1
neu-GG-Tweet-10886,go court today,2
neu-GG-Tweet-10885,score decent deal argento morricon goblin nicetoo bad vinyl though,1
neu-569672116750004000,educ bohol wall volunt staff help kid buy plane ticket,2
neu-GG-Tweet-10884,finishedheheh yay sleep good do not want to get earli,0
neu-GG-Tweet-10883,miss babi wait morrow get alreadi,1
neu-GG-Tweet-10882,pray collin stroke hope he go to okay,0
neu-GG-Tweet-10881,nope uefa cup copa de la rey thingi,2
neu-GG-Tweet-10880,spread the sick stop look at me when cough,2
neu-569667955727818000,so come clutch final take home ðÿ™œðÿ™œ,2
neu-GG-Tweet-10879,dog walk wash machin chill time sore throat though,2
neu-GG-Tweet-10878,know ouch,2
neu-GG-Tweet-10877,winter come nc,2
neu-GG-Tweet-10876,school,2
neu-GG-Tweet-10875,fun charsnow clean room,0
neu-569666428388958000,left ipad mcogtiad flight how long hear back claim submit ty,1
neu-GG-Tweet-10873,oh hope he better even got rest,0
neu-GG-Tweet-10872,ate mani peanut butter sandwich,0
neu-GG-Tweet-10869,holi shit there is richmondyet stupid weather,1
neu-GG-Tweet-10868,what car park lot doe not one,2
neu-569664250521763000,get stand list ase ord I am poor person aspen that is I am ask,1
neu-GG-Tweet-10867,inconsist method signatur make sad,1
neu-GG-Tweet-10866,schoolenglish cours damn dia,2
neu-GG-Tweet-10865,sleep floor portland,2
neu-GG-Tweet-10864,mobap homework,2
neu-GG-Tweet-10863,stole elledellcom,2
neu-GG-Tweet-10861,migraineeee ap english rawr xx,2
neu-GG-Tweet-10860,go delici pizza dentist,0
neu-GG-Tweet-10859,do not know went I am start get worri,2
neu-GG-Tweet-10858,how is beach retreat want go mi madr said,2
neu-GG-Tweet-10857,ani progress site sale seen updat,2
neu-GG-Tweet-10856,awww yeah you are go much longer,0
neu-GG-Tweet-10855,anyon el fail morn,1
neu-569658769686339000,possibl add known travel number ticket flight book problem,2
neu-569657202325229000,flight dfw iad cancel flightl mechan get rental car mdtmi origin,2
neu-569656504946536000,help get iah sfo earlier tonight,2
neu-GG-Tweet-10852,my extern hdd sometim fail get recogn window think problem might conflict usb hub it fun use anymor,1
neu-GG-Tweet-10851,law lot read littl sen,1
neu-GG-Tweet-10850,I am cold,1
neu-GG-Tweet-10849,got shit load allergi,1
neu-GG-Tweet-10848,two day miss danc alreadi class blahhhh xo,2
neu-569654439646269000,told u wrong carousel number,1
neu-569654428636049000,thank,1
neu-GG-Tweet-10847,ur go sleep,2
neu-GG-Tweet-10846,but mutant superpow got pump radioact juic nuthin can not shoot webï¿½ big green musclesï¿½ nothin,1
neu-GG-Tweet-10845,go tri walk way work mile least week think I am stone,1
neu-GG-Tweet-10844,run morn insid work tonight school tomorrow vic stupid taxi tomorrow night thank god ap weekend,1
neu-GG-Tweet-10842,time off day just got back time tire skint good news bank may watch anoth zombi film,1
neu-GG-Tweet-10839,my head hurt throat sore can not hear day leak day album amazon fuce expens homework,1
neu-569649006986407000,lax sunris ual laxjfk,2
neu-569648584909434000,would next flight haydensteamboat,2
neu-GG-Tweet-10838,ckv suck morgen eindexamen,1
neu-GG-Tweet-10837,my bruis hurt,2
neu-GG-Tweet-10835,awak six hour wink desktop pc still work network still flaki think usb screw someth,2
neu-GG-Tweet-10834,just dawn kurt cobain die fifteen year almost day he found th I have complet miss,1
neu-GG-Tweet-10833,I have headach last day do not want go school todayyyi,2
neu-GG-Tweet-10832,get take math class comput scienc class educ class next semest,2
neu-GG-Tweet-10831,so tire no money lunch,1
neu-GG-Tweet-10830,nasti noseble did not help httpwwwetsycomforumsthreadphpthreadidamppag made sad,1
neu-569646005315973000,good even ua can assist issu via dm,0
neu-GG-Tweet-10829,almost trick eat pig snout cow tripe,1
neu-GG-Tweet-10828,wish warmer sinc errand run today,2
neu-GG-Tweet-10827,plea follow per armano yr old dell inspiron that is die,0
neu-GG-Tweet-10826,cook pot roast slow cooker help school work chang diaper clean fat pregolol no rest mom,1
neu-GG-Tweet-10825,alreadi look damn cd,2
neu-GG-Tweet-10824,second cup coffe doe not seem work,2
neu-GG-Tweet-10823,tri st twitpic phone cooper,2
neu-GG-Tweet-10822,lol need I have actual never,0
neu-GG-Tweet-10821,train class job hope will not bore but think might,1
neu-GG-Tweet-10820,april should not snow anymor,2
neu-GG-Tweet-10819,mom piss do not think get life today woo,2
neu-569641686101585000,what made come can help anyth jpâ€ free ticket,0
neu-GG-Tweet-10817,arrgh wish could download imposs,1
neu-GG-Tweet-10816,think stop send work,2
neu-GG-Tweet-10815,feelin well,2
neu-GG-Tweet-10813,oh noel huntsman beyond horribl scari word hate freak me the fuck out amp they are freakin huge fucker,1
neu-GG-Tweet-10812,bore want go work sick yay,1
neu-GG-Tweet-10809,good morn everyon rob tri pull foot mouth morn,0
neu-GG-Tweet-10808,know I am broke high mainten would spend nonmoney nail I am sure yr sick excus broke,1
neu-GG-Tweet-10807,is sit work bore sniff sniff,1
neu-GG-Tweet-10806,studi exam done bio halfway english amp math go to start spanish histori everon el vacat,2
neu-GG-Tweet-10805,I am cooooold,2
neu-GG-Tweet-10804,worri steve eye,2
neu-GG-Tweet-10802,would exclud rufu co orient,2
neu-GG-Tweet-10801,good luck mri hun think ya yukki thing,0
neu-569638013287862000,ua elit gold ua chase pre plu credit card how mani eqm need get pla,0
neu-GG-Tweet-10800,twitter much bore without updat everi minut sigh,1
neu-GG-Tweet-10799,someth came I am go miss show may nd jersey it birthday present girl,2
neu-GG-Tweet-10798,wait go talk store manag th bell need anoth job wi is not gunna cut,2
neu-GG-Tweet-10797,I am draw awe damn,2
neu-GG-Tweet-10796,mmmm dyslex finger agian,2
neu-GG-Tweet-10795,happen,2
neu-GG-Tweet-10794,dreamt fail one class it fun,1
neu-GG-Tweet-10793,omgthi horribl mindset I have month hope well amp enjoy ur weather snow,1
neu-GG-Tweet-10792,sure kill,0
neu-GG-Tweet-10791,when ever go need know half stuff risk note still finish essay either,1
neu-GG-Tweet-10790,trust they have tri well mayb aeroplan got home veg dug,2
neu-GG-Tweet-10789,just credit card pwned luckili will not cough still pain go disput process,0
neu-GG-Tweet-10788,wonder cold weather came,1
neu-GG-Tweet-10787,love pineappl give tummi ach,0
neu-569633545737490000,ill let know week next anoth coastcoast rt,1
neu-GG-Tweet-10784,lost follow,2
neu-GG-Tweet-10783,ipl schedul sa onlin httpsnurlcomfezu none joburg match bookabl yet cricket httpffimynyy,2
neu-569631350304731000,open seat st class ua way honor upgrad polici freq flyer andor honor,2
neu-GG-Tweet-10782,sit comput app,2
neu-GG-Tweet-10780,just woke still tax refund,2
neu-GG-Tweet-10778,yay about dissert thing not kill thing but yay dooon,2
neu-GG-Tweet-10776,hate financ subject make feel woozi,1
neu-GG-Tweet-10775,late leav wilmington gorgeou outsid realllyyi chilli south carolina,1
neu-GG-Tweet-10774,fight horribl sinu infect make long confer call,1
neu-569629228225859000,friend flt ase denver cancel flightl tomorrow can help rebook,2
neu-GG-Tweet-10773,hmmm I am holiday work how work,2
neu-GG-Tweet-10772,allergi suck take zyrtec last wk,2
neu-569628499549548000,use still let listen flight radioi often didinterest tcmparti ce,2
neu-GG-Tweet-10769,oh jesu need starbuck life right go to late work pick,1
neu-569626978397134000,and we got zero voucher for hotel or cab expect seriou mileag credit,1
neu-GG-Tweet-10768,still wait gah suspens fb,2
neu-569626655527981000,plane,2
neu-GG-Tweet-10767,woke see ground cover snowin april,2
neu-GG-Tweet-10766,today good day far wish charli,0
neu-GG-Tweet-10765,realli feel broken svn integr idea need new plugin support,1
neu-GG-Tweet-10763,ponder leav ca,2
neu-GG-Tweet-10762,chap lipsi wish knew burt bee,2
neu-GG-Tweet-10761,also bulli stori hit way close home,2
neu-GG-Tweet-10760,poor babi bad throat also it suck,1
neu-GG-Tweet-10759,angri,1
neu-GG-Tweet-10758,everi singl photo taken today butter,1
neu-GG-Tweet-10757,miss friend back home,1
neu-GG-Tweet-10756,quoti check twitter everi secondquotawno tweet today oh well life besid twittercross finger behind back,1
neu-GG-Tweet-10755,sorri hear ben,1
neu-GG-Tweet-10753,doe not make feel sparkli though miss tan,2
neu-GG-Tweet-10752,suggest chariti singapor need perfectli work netgear router lost driver cd though,0
neu-GG-Tweet-10751,offici hungri go long day today,1
neu-GG-Tweet-10750,oh definit stranger hous just have not watch last night episod yet not look forward,2
neu-GG-Tweet-10749,verg somth greatjust sure,1
neu-GG-Tweet-10748,serious hope wear someth short sleev easter sunday servic probabl need shawl sweater,1
neu-GG-Tweet-10747,know peopl do not even use strap make nervou,2
neu-GG-Tweet-10746,suuuhleepi class zombi day essay kept last night,2
neu-GG-Tweet-10744,stupid cock megavideo wish wixi wa not today,1
neu-GG-Tweet-10743,hurt toe tri get phone,2
neu-GG-Tweet-10742,pooooo do go work today,2
neu-GG-Tweet-10741,time last day bullshit and next week you are holiday but hope see soon the weekend,2
neu-GG-Tweet-10740,out pickl,2
neu-GG-Tweet-10739,found thorp park brochur whilst look revis notebook I am jealou annual pas use ï¿½,2
neu-GG-Tweet-10738,finish morn milernot shabbi although look like rain come work time,2
neu-GG-Tweet-10736,emobean,2
neu-GG-Tweet-10734,got to leav work soon anyon fanci go,2
neu-GG-Tweet-10733,woman can not surviv toast cheesi wotsit alon,1
neu-569617064375271000,ill call tomorrow,1
neu-GG-Tweet-10732,five minut sunshin melt snow back windi gray,2
neu-GG-Tweet-10731,educ class where warm weather go,0
neu-GG-Tweet-10730,dislik dream make feel sad even wake,1
neu-GG-Tweet-10729,man I am sorri hear,1
neu-GG-Tweet-10728,last day work I am go to miss,2
neu-569615659333627000,still flat tire polici shuttl broke way ord will probabl miss pm,1
neu-GG-Tweet-10726,not ach bad morn tire cat special diet go feed fat bastard le,1
neu-GG-Tweet-10725,oh not mention dust yuck they will inevit stir I am sorri theoret get better road,2
neu-GG-Tweet-10724,hate sat score I am mess,1
neu-GG-Tweet-10723,work realli bad headach,1
neu-GG-Tweet-10722,go go sleep wish weekend alreadi day work go,0
neu-GG-Tweet-10721,almost still month short got mine nov even annual upgrad would still wait,2
neu-569610889214754000,okay request follow,0
neu-569609923807440000,make sure take care team amp team we,0
neu-GG-Tweet-10716,my batteri life two hour I am internet program open it will die even faster,2
neu-GG-Tweet-10715,enjoy beaten wii fit game on,1
neu-GG-Tweet-10714,I am shock thought nyc cock full qualiti nail shop,1
neu-GG-Tweet-10713,miley demi plea repli,2
neu-GG-Tweet-10712,had horribl dream one the sat die the first dream I have properli rememb terribl,1
neu-GG-Tweet-10711,am bore anyon want talk,1
neu-GG-Tweet-10709,lol slim goodbodi want to see pic reason keep miss repli,0
neu-GG-Tweet-10708,hate wake morn sinu infect it worst,1
neu-GG-Tweet-10707,onlin bankovnictvï¿½ kb je offlin zrovna kdyï¿½ je nejvï¿½c poteba ï¿½lak trefï¿½ grrr,1
neu-569604805116563000,sector wherebi say bagsno bag allow intern flight,2
neu-GG-Tweet-10706,seen cuz last night traf brother miss,2
neu-GG-Tweet-10705,just invok quicksilv now bumptop beta be window poor window quicksilv,1
neu-GG-Tweet-10704,young men suitti door talk god jesu took second get rid poor guy complet lost,1
neu-GG-Tweet-10702,sick today stay home watch chicago lt,1
neu-GG-Tweet-10701,carol gun held head book flight ciara made did not choie lol,0
neu-GG-Tweet-10700,ughgo school bye bye,2
neu-GG-Tweet-10699,start worri java exam,2
neu-GG-Tweet-10697,sdafghjkljhgnfbdvsdfghjkj hate thing like,1
neu-GG-Tweet-10696,omfg day like kill soul and even lunchtim yet,2
neu-GG-Tweet-10695,head back home thursday even work I am afraid,1
neu-GG-Tweet-10694,wonder you all go observ passov I am sad church year,1
neu-GG-Tweet-10693,mmmenglish difficult,1
neu-GG-Tweet-10692,got go twitter have mri scan pm hate mri,1
neu-GG-Tweet-10691,hope thing start look soon coffe alway help,2
neu-GG-Tweet-10690,brain mad do not imagin mad pat,1
neu-GG-Tweet-10689,sorri hear grandma anyth,1
neu-GG-Tweet-10688,day go bad worsei broke shoe morn windi freez cold still take de test,1
neu-569592626300751000,do bereav discount airfar grandfath pas need attend fu,2
neu-GG-Tweet-10687,it good buggi like motherfuck,0
neu-GG-Tweet-10686,I am sad hear news yrold girl miss area bodi found last night prayer need,1
neu-569591954830450000,fact receiv board pas,2
neu-569591647685775000,travel sep reserv number fkxb,2
neu-GG-Tweet-10685,grass high let dog come back soak poor thing,1
neu-569590151657103000,do not know dm confirm number mean,2
neu-GG-Tweet-10684,eat eat eat,2
neu-569589829735821000,what dm confirm mean,1
neu-GG-Tweet-10683,hear talk edit pictur make cring lol,0
neu-GG-Tweet-10682,get work today tomorrow I am lucki,0
neu-GG-Tweet-10681,can not believ still wait damn deliveri it clearli come today,1
neu-GG-Tweet-10679,sick tire hack away third parti php code the whole thing need rewritten maintain,1
neu-GG-Tweet-10678,wast time,2
neu-GG-Tweet-10677,so fair some u stuck work want to cozi home,1
neu-GG-Tweet-10674,stay away tea day today,2
neu-GG-Tweet-10673,work,2
neu-GG-Tweet-10672,unfortun that is happen sinc yesterday,1
neu-GG-Tweet-10671,do not want get bed,2
neu-GG-Tweet-10670,woke kinda feel well httpplurkcompnobx,2
neu-GG-Tweet-10669,hate burst bubbl tv guid matt roush say disast look fwd also,1
neu-GG-Tweet-10668,need friend twitter,2
neu-569580671112388000,thank,2
neu-GG-Tweet-10667,plea rain today got thing outsid,2
neu-GG-Tweet-10666,httptwitpiccomyhg today day got to sell scooter,2
neu-GG-Tweet-10665,my kid ask quotth red dotsquot face quotwhi like comequot pimpl quotwhat pimplesquot,2
neu-GG-Tweet-10664,watch pokemon where is everyon,2
neu-GG-Tweet-10663,find almost un ivers true,0
neu-GG-Tweet-10661,I am fight lose battl broken heart,1
neu-GG-Tweet-10660,miss jon tweet last knight he wait turn phone start twitter still love though lol,0
neu-GG-Tweet-10659,the man behind train smell much booz give headach,1
neu-GG-Tweet-10658,rub it in,2
neu-GG-Tweet-10657,come home expect warm hug amp get none,0
neu-GG-Tweet-10656,swamp work good day but tri keep posit the weekend that far,1
neu-GG-Tweet-10655,last day disney,2
neu-GG-Tweet-10654,impress fact snow april th,1
neu-GG-Tweet-10653,we talk el gtlt wa not,2
neu-GG-Tweet-10651,hope tummi ach mani cooki go away soon thank bradi,0
neu-GG-Tweet-10650,love class get cancel too bad nd class day still stay st amp last one,1
neu-GG-Tweet-10649,yep say hello itun download new standard highqual overpr digit download sad sad day,1
neu-569570477410275000,welcom world that is snow world today goo bay labrador canada http,0
neu-GG-Tweet-10647,mitchel jame uncl kappa man pas yr ago the kappa name scholarship miss superman,2
neu-GG-Tweet-10646,can not write anymor paper five go,2
neu-GG-Tweet-10645,tri find good vet around think one kitti asthma,0
neu-GG-Tweet-10644,quotpackquot duckl found safe web foot cut new one still made httpisgdrdfk,0
neu-GG-Tweet-10643,what robert englund,2
neu-GG-Tweet-10642,still sit class eat goldfish drink sprite if lunch time,2
neu-GG-Tweet-10641,saw video grown man champaignil tell donni back hurt hi usual hip action tone way,1
neu-GG-Tweet-10639,got home parcel meant deliv neighbour hous they are home,2
neu-GG-Tweet-10637,justinhard time find work mehard time happi,0
neu-GG-Tweet-10636,morn folk la traffic work listen mario break goe sooo hard,1
neu-569565822571679000,tri can not figur go get,2
neu-569565328012763000,did get model,2
neu-GG-Tweet-10634,at work tho friday aw friday take incom call hr usual make outbound call day,1
neu-GG-Tweet-10633,think hate yanke do not I am yanke fan lose oriol le,1
neu-GG-Tweet-10632,we did not make end massiv queue took wrong turn right near wembley gut,1
neu-569562383489896000,charg nd carryon instead check bag le jockey overhead space happier,1
neu-GG-Tweet-10631,but I am tiiiir cruel girl,1
neu-GG-Tweet-10630,wish blake griffin would stay one year know better,0
neu-GG-Tweet-10629,what,2
neu-GG-Tweet-10628,guilti charg,1
neu-GG-Tweet-10627,did not sleep well last night thought littl girl probabl go die so sad,1
neu-GG-Tweet-10626,swear I am go unfollow,2
neu-569559433887526000,doe not purchas ticket unit card give prioriti board,2
neu-GG-Tweet-10625,reschedul bc throat infect kept home yesterday,2
neu-GG-Tweet-10624,never told ilaa horror stori and rut damn headach goe away,2
neu-GG-Tweet-10623,have ask it bitli inaccess I am unabl read articl reader tweet,1
neu-GG-Tweet-10622,car sati dr toyota overnight,2
neu-GG-Tweet-10621,so kutner leav house obama do not know feel,2
neu-GG-Tweet-10620,think I am gettin cold,1
neu-GG-Tweet-10619,happi today,1
neu-GG-Tweet-10618,aww sorri lol yu saw hill want to watch season see spencer call lc appolog lmao,0
neu-GG-Tweet-10617,rememb laundri lament last night well still the laundri fairi did not come take care,2
neu-GG-Tweet-10615,could not get twitter work last night,2
neu-GG-Tweet-10614,ha two essay tomorrow morn all want sleep I am tire,1
neu-569552374882299000,what is statu flight bogotã¡houston,2
neu-GG-Tweet-10613,hope treat well hospit fun,1
neu-569550779520032000,is snowboard boot bag includ standard check baggag next snowboard bag,2
neu-GG-Tweet-10612,my blog mysql,1
neu-GG-Tweet-10611,to theatr determin see last minut show today st act sound hilari yet see,0
neu-GG-Tweet-10610,omg hate snow day till david cook lthebrew gt,1
neu-GG-Tweet-10607,that is everi morn,2
neu-569544819510345000,pl follow dm,2
neu-GG-Tweet-10606,cold work todayi got to rememb pack snuggi car,1
neu-569544730184261000,assign seat,2
neu-GG-Tweet-10605,itun roll variabl price song,2
neu-GG-Tweet-10604,wat wronggg,2
neu-GG-Tweet-10603,bore have not clue,1
neu-569543771181981000,ad one ty,2
neu-GG-Tweet-10602,haha window bar I am prison wish joke such beauti day,0
neu-569541591586643000,pl hold ua cnx pax frm ua all runner min hold save fam frm miscnx,2
neu-GG-Tweet-10600,come man do not jinx pirat,2
neu-GG-Tweet-10598,ill pay ticket pay back do not want to go alon,1
neu-GG-Tweet-10597,there ant crawl around room,2
neu-GG-Tweet-10596,what is best tool share pictur twitter notic creat dznrorg I am invit parti,0
neu-569537571685924000,pl follow dm,2
neu-GG-Tweet-10595,last day maya chill syracus see emili,1
neu-GG-Tweet-10594,booo test took,2
neu-GG-Tweet-10593,dang near snow snow flurri sandal boot crazi,1
neu-GG-Tweet-10592,miss sing alreadi,2
neu-GG-Tweet-10591,forgot set alarm woke sungona late work,1
neu-GG-Tweet-10590,first time go neg bank account happi camper think,1
neu-GG-Tweet-10589,sad chri work easter,1
neu-GG-Tweet-10588,can not conscienc join anyth includ neocon,2
neu-GG-Tweet-10587,fail outta class are not bad,1
neu-GG-Tweet-10586,had stress reliev return,2
neu-GG-Tweet-10585,need arrang car insur,2
neu-569531484903772000,it but help weight issu took voucher hop fl,2
neu-GG-Tweet-10584,thought one quottabitisquot get quotattachedquot open tab articl code etc,2
neu-GG-Tweet-10583,disappoint miss new star trek last night,1
neu-GG-Tweet-10582,I am go make way way ill,1
neu-569528923769298000,get okc sacramento today dfw close,1
neu-GG-Tweet-10580,shit hous kutner,1
neu-569527975252766000,out curio flight arrang pilot notifi there lot pilot,2
neu-569527524323151000,ye to boston go provid,2
neu-GG-Tweet-10579,bore woke earli still got anoth hour,1
neu-569526294477725000,condit bo today I am ua everyth appear time want che,2
neu-569526172335222000,day flight,2
neu-GG-Tweet-10578,in class,2
neu-GG-Tweet-10577,take dog vet soon hope everyth okay,0
neu-GG-Tweet-10576,ffffuuuu dress want buy sold,2
neu-GG-Tweet-10574,realli bad headacheor say neck achegahh I am nauseat suck,1
neu-GG-Tweet-10573,omg that is horribl hope rest day get better hope gee ok,2
neu-GG-Tweet-10572,butt hurt,2
neu-GG-Tweet-10571,feel ya one,2
neu-569521863891804000,iep,2
neu-GG-Tweet-10569,school need get zone game livermor today,1
neu-569520712379052000,dmed,2
neu-569518979103924000,deic tax mayb makestoomuchsens shouldhaveflowndelta unitedsuck,2
neu-569518596231008000,flight cmh ord arriv gate next segment yvr alreadi board will hold,2
neu-GG-Tweet-10566,got bit hot poorlyish boy hand atm poor babi,1
neu-GG-Tweet-10565,by power grayskulli shall go work,2
neu-GG-Tweet-10564,is desper work get slightli bore,1
neu-GG-Tweet-10562,minu sand I am enviouswish could go beach sometim sorri sick day amp sand blow day,1
neu-GG-Tweet-10561,the onli neg new panera offic the elev musicsnor kind annoy actual forgot headphon,1
neu-GG-Tweet-10560,is not justtt I have lost oh woe,2
neu-GG-Tweet-10559,it annoy gb hard drive doe not actual hold gb in fact drive hold number gb claim hold suck,1
neu-GG-Tweet-10558,httptwitpiccomygv thi park next three day no window,2
neu-GG-Tweet-10557,gut discov go make digit version cardboard totalis I am make wesharedi bluepet,2
neu-GG-Tweet-10556,forc tri boyfriend,1
neu-569514124490579000,peopl tri get flight,2
neu-GG-Tweet-10555,revis gcse exam,2
neu-GG-Tweet-10554,feel lone,1
neu-GG-Tweet-10553,hiccup,2
neu-GG-Tweet-10551,sorri read herb mcgwyer I have abl find anywher,2
neu-569513049507246000,chang dkyde gt instead gtgt origin reserv,0
neu-GG-Tweet-10550,is bed rest day doc order onli way back heal thi suck,2
neu-GG-Tweet-10549,feel aw hangov ill ill rest day work,1
neu-GG-Tweet-10548,meet next coupl hour autom build control system,2
neu-GG-Tweet-10546,is not bumptop mac yet,2
neu-GG-Tweet-10545,work do not feeeel like work today,2
neu-GG-Tweet-10544,awww honey feel better,0
neu-569507197052260000,question are departur time base eastern central time time zone actual,2
neu-GG-Tweet-10543,got first fail whale,1
neu-GG-Tweet-10542,wish could come see everyth I am work day,2
neu-GG-Tweet-10541,shame,2
neu-GG-Tweet-10540,wish everyon would get along ah well cest la vie,2
neu-GG-Tweet-10539,dialup ewww did not know peopl still,2
neu-GG-Tweet-10538,I am glad got safe miss alreadi,0
neu-GG-Tweet-10537,mantra sound like fun,1
neu-569504232971362000,wa nh unit ticket rerout iad due weather jfk can get u home unit,1
neu-GG-Tweet-10536,desper time call desper measur record high car breakin btv one,1
neu-GG-Tweet-10535,rank drop keyword quotbuena park businessesquot,2
neu-GG-Tweet-10534,I am start wonder sort magnet field around break computersnow offic comput,1
neu-GG-Tweet-10532,wonder pma,2
neu-GG-Tweet-10530,yeah work west,2
neu-GG-Tweet-10529,would say read nassau street that is dublin equival copi centr sorri,1
neu-GG-Tweet-10527,today put jean note they are favorit jean love much proceed rip fml,0
neu-GG-Tweet-10526,no hubo the big bang theori otra vez hasta el,2
neu-GG-Tweet-10525,fail stat class well danger close meghan rose lt,2
neu-GG-Tweet-10523,my gta iv rington download first hour wherea tmobil rington ha not download sad,1
neu-GG-Tweet-10521,list yesterday still show,2
neu-GG-Tweet-10520,oh can not believ never new,1
neu-GG-Tweet-10519,my poor mother countri itali,1
neu-GG-Tweet-10518,oh ok cali kush lol wish never experienc yet smh,0
neu-GG-Tweet-10516,come greensboro minut ago sorri did not bring fish,1
neu-GG-Tweet-10515,woke waay late morningmak afternoon,1
neu-GG-Tweet-10514,tiredi do not want hr left,2
neu-GG-Tweet-10511,just play abit quotleft deadquotscar bit,2
neu-569491346647445000,sister amp bil stuck detroit desper need florida fli,1
neu-GG-Tweet-10510,play iknowledg facebook the question difficult httptinyurlcomdnot,1
neu-GG-Tweet-10509,more tortur weather uhg wish cure migrain have littl hope grow sinc mom suffer,1
neu-GG-Tweet-10508,believ I am attack allergi sneez twice outsid morn my nose got runnyand eye itchi,2
neu-GG-Tweet-10507,fourth day holiday I am sooo bore,1
neu-GG-Tweet-10506,sweet job appli agenc appli sadli there is noth new job board bunac though,1
neu-569489032100614000,sent,2
neu-GG-Tweet-10504,did not,2
neu-GG-Tweet-10503,is bore doe not anyth,1
neu-GG-Tweet-10502,saw kate town quot facial want go doubt ill abl,2
neu-GG-Tweet-10500,sit class bore hell,1
neu-GG-Tweet-10499,cat sick congest heart failur sure she is go make time,1
neu-GG-Tweet-10498,oh whi snow,2
neu-GG-Tweet-10497,saw cutest guy ever dream dream come true right hope,0
neu-GG-Tweet-10496,have atampt dsl go frequent get annoy,1
neu-GG-Tweet-10495,yo yo happi birthday wish birthday instead got da mono shitti,0
neu-569480693782339000,do plan ipad app the iphon app great ipad flip,0
neu-569480220203474000,tri we hung twice after speak someon put hold minut,2
neu-GG-Tweet-10494,hurt feel bunit,2
neu-GG-Tweet-10493,anoth long day today friday yet,1
neu-569476889313562000,thank good know,0
neu-569476281974132000,okay thank,0
neu-569475306018353000,seat flight ua,2
neu-GG-Tweet-10489,off work ill back play time gone bed,2
neu-569475000660422000,can not deliv it held cross border pick plea do not,2
neu-GG-Tweet-10488,doe not like,2
neu-GG-Tweet-10487,full good news today shoot messeng,0
neu-GG-Tweet-10486,omghaul tail hous got destin wallet,2
neu-GG-Tweet-10485,back spend coupl day si famili it rain should someth iron,2
neu-GG-Tweet-10483,can not get webcam work,2
neu-GG-Tweet-10482,work till project,2
neu-569470098534207000,look european flight attend pari frankfurt best fabric,0
neu-GG-Tweet-10481,use stay mountain next yeti cave no coverag,2
neu-GG-Tweet-10480,have not home sinc xma break lm lil homesick faithhopelov,2
neu-569468823625027000,need help never got ticket conf ggqzqd,2
neu-GG-Tweet-10479,well frankmusik uk store can not buy,2
