tweet_id,Tweet,class
neu-569753041420865000,in ethiopia adopt child need flight home add grr late flight earli,1
neu-GG-Tweet-11636,tri make cake bowl thing look like pud cake stink add water microwav,0
neu-GG-Tweet-7629,dread school today tomorrow I am go get sooo much troubl one two day,1
pos-MG-13004,free ticket thought laugh keep smile mate week soon,0
neu-GG-Tweet-11876,saw trailer my sister keeper it look realli good I am realli fan cast,0
neu-GG-Tweet-10274,ughh mayb coffe wa not good idea,0
neu-GG-Tweet-8115,arghhh spent yesterday dp wmb found book page start,1
pos-MG-11847,that is lot ribbon good luck hope camp goe well,0
neu-GG-Tweet-9201,on way classi hate art histori then psyc class work rest dayi want sleep,1
neu-GG-Tweet-8029,sorri hun just sure time atm could meet hammersmith tho you stay london,1
neu-GG-Tweet-9723,appar site unabl offer video user region,1
neu-GG-Tweet-10074,uhh yeah better find would way awesom wow fan,0
pos-MG-12373,visit boyfriend realli miss he nerd alot video game stuff luv lol cute,0
neu-GG-Tweet-6296,hi twiitter ammm sooooo tire right nowwww fall asleep on msn think le lazi day today xx,1
neu-568929816797323000,easi,0
neu-GG-Tweet-9091,ignor hubbi I am sorri,1
pos-MG-11638,sunday perform may weekli confirm sunday knotsur next dang I am tire hehe how,1
neu-GG-Tweet-6564,get ill fed thing turn,1
pos-MG-9169,wowon vacat sleep loung nail noncommit possibl life good,0
pos-MG-10045,want drum set christma my parent better say yeah haha needa soundproof garag though shitti insul,0
neu-GG-Tweet-10243,say someth profound I am bad day my colleg tri,1
neu-GG-Tweet-10834,just dawn kurt cobain die fifteen year almost day he found th I have complet miss,1
pos-MG-13510,lol you are awesom thank tweet gr hear,0
neu-GG-Tweet-8378,excus ever bulli,1
neu-GG-Tweet-6897,chat line yet freeview good,1
neu-GG-Tweet-11613,I am sit watch soup lone,1
neu-GG-Tweet-10933,sure everytim tri slow v,1
neu-GG-Tweet-10884,finishedheheh yay sleep good do not want to get earli,0
neu-GG-Tweet-11413,elucid killlll can not find right sourc frustrat thi go loooong night,1
neu-568125472527097000,anyth get ticket it would mean much,1
pos-MG-11057,omggggg riski favorit real chanc love amp she is hot hello moto,0
pos-MG-9870,watch ye man edit nine video record tonight,1
neu-GG-Tweet-8455,still hurt still can not eat chunki monkey ice cream,1
neu-GG-Tweet-7476,chill go get readi work inabit tho,1
pos-MG-9151,balli pair shoe amaz,0
neu-GG-Tweet-7837,just enjoy ram post offic experi,0
pos-MG-10277,been crazi night tri figur song guitar frank tank so much beatl,1
neu-GG-Tweet-6753,mum soup made stomach make nasti nois,1
pos-MG-10238,watch boy flower write note,1
neu-GG-Tweet-7444,sock shower do not mix trusst get wet can not wear anymoree miser,1
pos-MG-11940,readi bachelorett parti weekend soon infam quotdong bongquothahaha got love crazi life,1
neu-GG-Tweet-7902,off dentist it snow hope road okay,0
pos-MG-11117,coffe bagel hummu yum it go to long night,1
pos-MG-13026,welcom,0
pos-MG-10286,I have stay way late way mani night row sorri harri potter I am read it bedtim,1
neu-569030858759213000,dal due sleet sun evedidnt see list citi rebook fli dca,0
pos-MG-11313,wow it late and I am tire code iphon app,1
pos-MG-10372,some loser specif peopl except hate internet ruin life need homework,1
neu-GG-Tweet-7539,can not wake exhaust,1
neu-568828648687591000,weather delay gt next week jfk bo dca,1
neu-GG-Tweet-8581,know and other should not even mention paper in case unbeliev read stuff,1
neu-GG-Tweet-10089,cold I am wear enough layer,1
pos-MG-12080,love httpblipfmr,0
neu-568494596973600000,wow some thing better forgotten,0
neu-GG-Tweet-8387,I am poor,1
neu-GG-Tweet-8569,unc dismantl mich st claim championship want nova win,0
neu-GG-Tweet-7724,well bore wait hour start get readi,1
neu-GG-Tweet-11821,I am lone keep compani femal austin texa,1
pos-MG-10782,awwwww veri nice sistah majora carter need honorari degre,0
pos-MG-13066,morn have great start extend weekend,0
pos-MG-9067,excus sir do not mean alarm face melt might want someth,1
neu-GG-Tweet-7126,say ayaw magload ng pet societi haymsad stupid offic comput httpplurkcompn,1
pos-MG-13534,great day thank everyon love,0
neu-GG-Tweet-7312,you bad mood knacker gener feel like shtshould stay bed,1
neu-GG-Tweet-10875,fun charsnow clean room,0
neu-GG-Tweet-10937,caught cold,1
pos-MG-12343,foreign languag thi go to bore but least tweet,1
neu-GG-Tweet-8242,snow realli make sad,1
neu-GG-Tweet-6578,it would great opensourc luminari would record talk file rockbox daleki voic unimpress,0
neu-GG-Tweet-8426,ill london juli that is closer pari lolbut close enough,1
neu-GG-Tweet-9994,hahah near enough snow snow day just enough cold plu pitt never snow day,1
neu-GG-Tweet-6222,damn annoy happen is not hope doe not copi work,1
pos-MG-11352,ampnd miss yuh darl,0
neu-GG-Tweet-11255,the hous look buy drop price ï¿½k tempt best time indoor pool tho,0
neu-GG-Tweet-7463,worst day school day hate ellen jaim soo horribl,1
neu-GG-Tweet-10851,law lot read littl sen,1
neu-GG-Tweet-6212,tonight episod hous sad can not believ left show can not stay awak anymor I am mad tire had long day sleep time,1
neu-569473231498964000,I am sorri cheat plea take back wore protect,1
pos-MG-13064,lol jake even suppos like though think hang fridg,0
neu-GG-Tweet-8015,juri servic bust all done never got serv trial goddamn guilti plea mean week work cut short,1
pos-MG-10219,I am happi caden make stoke see talent peopl know well what is part,0
pos-MG-12470,readymad templat love,0
neu-GG-Tweet-6286,sad movi make think thing do not realli want to think,1
neu-GG-Tweet-6004,what lousi day buh,1
pos-MG-9931,I am say zoo alarm smoo alarm I am sure made safe thank ben report made hungri,0
pos-MG-12834,werrd ightso do not stand nuttin dat anoth freeman thang like boyz lol dig,0
pos-MG-10860,well duh took guy move ridicul machin room three em,1
neu-GG-Tweet-8580,comment neg stori httptinyurlcomcgqajm uk societi seemingli doe not want slow,1
neu-GG-Tweet-11106,do not want to go schooland find fake friend need advic pleasee,1
pos-MG-10077,work extra hour half work I am poop goodnight twitter,1
neu-567869273109958000,contact miss rapid reward credit,1
neu-GG-Tweet-11665,would come sad day,1
neu-567791059393335000,sorri wrong link bag httptcopzalwtrez that is one meant,1
neu-GG-Tweet-8232,accidentali overslept drive morningstar sun page paper start finish hour oh joy,0
neu-GG-Tweet-10047,word to the wise do not make someon unless you are wear chapstick amp lip hurt,0
pos-MG-12500,is creativ writer she doe not read dm you want connect send,0
neu-GG-Tweet-11530,I am lose follow lol,0
neu-GG-Tweet-7341,sorri hear off dread dentist,1
pos-MG-12963,raelin amaz tonight alway great see higher let u tomorrow,0
pos-MG-11718,total grab blanket amp chi chi amp slid onto trampolin never random alway seriou,1
pos-MG-12832,oh economi gotcha sorri happi got anoth one la enjoy socal ahahaay lol,0
neu-GG-Tweet-11744,wtf weekendh do not know sinc have not seen hmmm day,1
neu-GG-Tweet-8829,sight blur littl bit late hope do not need glass,1
neu-GG-Tweet-11903,I am lone keep compani femal fort myer florida,1
neu-GG-Tweet-11652,is veri sad broke wife decor spoon,1
neu-GG-Tweet-8709,get readi school can not seem focu eye yetnot good sleep,0
pos-MG-11444,ok la la land good night,0
pos-MG-10918,heh glad good start,0
pos-MG-13094,our googl page rank well,1
pos-MG-12618,minut googl wave develop video alreadi million one campaign idea awesom stuff,0
neu-GG-Tweet-10792,sure kill,0
neu-GG-Tweet-7984,guess would sorri,1
neu-GG-Tweet-9250,serious snow april,1
pos-MG-9317,lol that is one fave,0
pos-MG-9623,sound like fun hope evn great,0
pos-MG-12228,hmmmmm look like take handl sen,1
neu-GG-Tweet-9899,whi spammer twitter it utterli pathet,1
pos-MG-9692,peoplewatch eavesdrop starbuck citi there realli meaning convers gg likey,0
neu-GG-Tweet-9200,hate global warm hate snow it april ff,1
neu-GG-Tweet-9436,alreadi teel go rough day even yet,1
neu-569937017150291000,tell ðÿ˜³ becaus need way nyc might choos,0
neu-567804646157475000,birthday fiancã© amp want travel late flight april you are fave airlin,1
neu-GG-Tweet-10359,good question crave blond eyebrow they do not look terribl but wors,1
neu-GG-Tweet-6649,ye hope shock go stop soon think I am get angri earth,1
neu-GG-Tweet-6377,finish tax return instead make track enjoy sun,0
neu-GG-Tweet-11147,the gassi girl wa not new girl aw want cri not even coffe coffe make better,1
neu-GG-Tweet-6488,oh nokutn dead watch hous,1
neu-GG-Tweet-8864,jeff gamet sick week design tool weekli podcast miss,1
neu-GG-Tweet-8315,do not want studi today want pack bag leav could get wors,1
neu-569550487474712000,yeah happen the phx airport extra long wait spring long someth local know,1
pos-MG-12098,cool il wait,0
pos-MG-11582,know but sound like you are gloriou time,0
pos-MG-13312,great meet look forward estonia tutor trip,0
pos-MG-9121,ill email soon my head hurt right you know,1
neu-GG-Tweet-6262,never like get dumb work schedul,1
pos-MG-10557,rock bye babi tree top,0
neu-GG-Tweet-7512,what made say twitter witti guess I am one witti one sinc ask,0
neu-GG-Tweet-11396,offer waffl waffl love,0
pos-MG-12172,well I am glad you are safe boo,0
neu-GG-Tweet-6373,just head site wonki like probabl post late today flippin technic issu,1
neu-GG-Tweet-6358,argh final figur what is kill inquizitor game jailbroken devic about star review late though fix way,1
pos-MG-10180,morn I am soo glad sunni today make smile tweet tweet,0
neu-GG-Tweet-9816,sign contract marri thing day go,1
neu-GG-Tweet-6831,italian lesson bore,1
pos-MG-11094,I am go to need rake get fuck knot outta hair,1
neu-GG-Tweet-7015,much keen weekend though aye though weather is not lookin great satsun,0
pos-MG-12314,connect pc internet via phone that is pretti cool,0
neu-568768874037915000,would love go destinationdragon show tomorrow utah,0
pos-MG-10670,silli hubbi right,1
pos-MG-13701,fuck love what is latest lil zion chace can not wait take zoo sea world,0
pos-MG-12409,still awak some peopl go wake full inbox morn ha,0
neu-GG-Tweet-7682,bad dayi,1
neu-GG-Tweet-7307,miss angiii miss talk love angiii,0
neu-567796247672721000,current standbi lax hour ride palm spring long day start snowi,1
pos-MG-12164,so excit dress ultra for set tomorrow oooooohhhh makeup idea get,0
pos-MG-10734,ahhh sound like fun career I am well actual free school moment even better,0
neu-GG-Tweet-8298,think itali so sorri,1
neu-GG-Tweet-8648,school whi could not sick today,1
pos-MG-10870,go peopl profil catch ad quotvoluntoldquot vocabulari,0
neu-GG-Tweet-11030,that is complet lame but nonsurpris,1
pos-MG-10728,I am and soo bore let u talk,1
neu-GG-Tweet-10831,so tire no money lunch,1
neu-GG-Tweet-10898,ugh I am sorri chica feel like one understand issu like wmakeup least monday,1
neu-569961886046760000,our fleet fleek httptcohovuaisgâ€ wtf ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,1
neu-GG-Tweet-9898,pixi woke late forgot set alarm correctli woe shall hungri without breakfast stomach,1
neu-GG-Tweet-8576,week gone we need catch,1
pos-MG-10869,put arm front best zzombi mode must have carrot tofu must die,0
neu-569504232971362000,wa nh unit ticket rerout iad due weather jfk can get u home unit,1
neu-GG-Tweet-7192,poor ask pale pink streak came like ronald macdonald wore hat week horribl experi,1
neu-GG-Tweet-10730,dislik dream make feel sad even wake,1
neu-567811360404336000,gate agent club staff got prioriti standbi next might minor disast,1
neu-568876769455054000,ill take round trip ticket closest warmest place plea negativedegre buffalo snow,1
neu-GG-Tweet-8677,nooooo are realli angri,1
neu-GG-Tweet-6867,realli need someth watch one mani hannah montanna,0
pos-MG-11757,heheheh ok bye,0
pos-MG-13488,oh man bangalor weather likesweetbut rememb hate abt itth food part,1
pos-MG-10762,hahaha ok includedi guess singl girlsal girl lol,0
neu-GG-Tweet-10216,need laugh materi today go long bore,1
neu-GG-Tweet-8608,bewar impend macheist spam want delici librari ok sorri,0
pos-MG-10797,late amp quotrealquot job am get sleep keep retweet plea thank support,1
pos-MG-12111,borrow tenth spf good heather comment,0
neu-GG-Tweet-11803,suddenli ill plan go film wish someon would bring soymilk fill empti ensicken belli,1
pos-MG-10681,interest trick must figur thatgood night,0
neu-GG-Tweet-6705,arrrrg must bad mcdonald burger king alway hire,1
neu-GG-Tweet-10793,omgthi horribl mindset I have month hope well amp enjoy ur weather snow,1
neu-GG-Tweet-8485,good morningi got asian bang do not love themi do not think,0
pos-MG-10725,good day twitter tweet tweet,0
neu-GG-Tweet-7766,just woke god feel lazi shower time bank work,1
pos-MG-10209,serious have have httpbitlyzvcni pleaseeeee,1
neu-GG-Tweet-7893,not much achiev time rethink plan day neck pain help matter,1
pos-MG-12170,ill let know mermaid come room tell find map jurass park know,1
pos-MG-10264,ye sorri account fail,1
pos-MG-13706,mornink fine dandi sunni,0
neu-GG-Tweet-9997,download twitterberri brow web check email my server morn,1
pos-MG-9643,welcom tweet tweet babi,0
neu-GG-Tweet-7418,sorri hear reivanna chronic one assum,1
neu-GG-Tweet-6384,final vintag logo great nowkinda tough right wo home comput oh well someday,1
neu-GG-Tweet-6801,stupid italian homework,1
pos-MG-12896,good nite sweet summer tour dream,0
neu-GG-Tweet-7610,it snow april ill never get go run around,1
neu-GG-Tweet-10610,omg hate snow day till david cook lthebrew gt,1
pos-MG-13785,pain du chocolat chocol soy milk pea pod late dinner yummmm,1
neu-GG-Tweet-9758,think chri erin famili today say goodby belov dad newli made grandpa,0
pos-MG-10929,hang long weekend,1
neu-GG-Tweet-9337,he dead hous,1
pos-MG-9469,daaaaaang do not od that is crazi hope helpin ea pain stay sir httpmylocmexat,1
pos-MG-11360,hehe ye hello kitti ftw ye I am secretli hello kitti fan hehe you are welcom,0
pos-MG-13639,good morn peopl,0
neu-GG-Tweet-10500,sit class bore hell,1
neu-569362928710914000,better travel photo my kindl ebook easi tip guid httptcodmjhm httptcoxedeckgm,0
pos-MG-12900,catch csi have not watch show long still like nci better it humor love lol,0
pos-MG-13183,so today got marri ask bu stephen lookalik overal good day,0
neu-GG-Tweet-10263,smile face anymor make extreamli depress fair say I am put,0
neu-GG-Tweet-8324,oh man hard can not phone contact,1
neu-GG-Tweet-7344,that still terribl unfortun thing happen hope friend wa not upset con like,1
pos-MG-11677,watch boy befor flower love kim bum,0
pos-MG-13282,I am good night peopl,0
neu-GG-Tweet-7384,well done get mp version pl make avail download somewher u did not get,0
pos-MG-9391,enjoy wisdom alexandra stoddard,0
pos-MG-10875,today seem like great day get marri ernst judith good luck ill celebr day,0
neu-GG-Tweet-6758,I am look util supplier tonit,1
pos-MG-9241,thank quoti never take good advicequot want tshirt,0
pos-MG-12142,hahah sound like someth acm cartoon lol kiss john,0
neu-GG-Tweet-7968,so much pic want post room drum kitit proven beyond imposs sinc bedroom light blew,1
neu-GG-Tweet-11096,your averag industri ï¿½nilla porno doesnï¿½t even start around coffe tabl anymoreï¿½ hell,1
neu-GG-Tweet-7391,thought id manag dodg cold go around work woke morn feel like id swallow chees grater,1
neu-GG-Tweet-11496,let u go dback open day great bad watch work instead ballpark game tonit,1
pos-MG-10051,that is awesom have super time,0
pos-MG-10832,somewhat amus though probabl much,0
neu-GG-Tweet-8163,I am sick those littl dude mucinex commeri throw parti chest,1
neu-GG-Tweet-9883,annoy doe not phone today,1
neu-GG-Tweet-6978,job hunt do not want I am unhappi work long need leav someth enjoy,1
neu-GG-Tweet-10724,hate sat score I am mess,1
pos-MG-11813,gym rain wet start day busi usual communion servic follow madama butterfli,1
neu-GG-Tweet-11798,at beach will get le hr min sleep xd still miss peopl amp despair faction lt,1
pos-MG-13624,yeh awesom fun,0
pos-MG-9568,drop ocean chang weather pray might end togeth lt explain perfectli,0
neu-GG-Tweet-11450,is sad kill kutner hous,1
neu-GG-Tweet-11610,oh love awak stupid of the clock everybodi el land nod,1
neu-GG-Tweet-6654,infrastructur improv coverageservic wifi hotspot adelaidesa though,0
neu-GG-Tweet-10270,consum noth feel I am everyth I am lost twist path made,1
neu-GG-Tweet-7345,tire room chill fun,1
pos-MG-10344,my dog dream lol funni,0
neu-GG-Tweet-11758,when saw twit trend virtual assist hope insid someth ai agent but,1
neu-GG-Tweet-8025,thin end wedg,1
neu-GG-Tweet-6592,good morningjust found need wisdom tooth,0
neu-GG-Tweet-10379,just play doctor minut I am realli realli sick hahaha,1
neu-GG-Tweet-10620,think I am gettin cold,1
pos-MG-9508,finna put da shawti bed haha finna good night love babi haha nighti night,0
pos-MG-9306,httptwitpiccomd she is sonni chanc hatch pete love pic love ur fan megan,0
pos-MG-13418,ppl like make day like today seem bad,1
pos-MG-10881,ito ha not age gt itokinda hard believ mess long ago look,1
pos-MG-9411,brandon talk twilight I am go to use muh scari vampir skillzzzz make pee pant ahahaha,1
neu-GG-Tweet-11848,ok I am call still sick drive oland barcamp tomorrow,1
pos-MG-13431,good luck netbal tournament,0
pos-MG-12868,school home much shorter distanc crazi but cool btw mrbrown thing joke lah,1
neu-GG-Tweet-8657,my macbook behav strang,1
pos-MG-13199,had nice day today had nice dinner with my famili and my love,0
pos-MG-13348,oh realli that is impress,0
neu-GG-Tweet-11225,car broke,1
pos-MG-12593,babi like favorit dessert get enough love I am eva,0
pos-MG-9330,I am glad you have got guitar fix toe,0
neu-GG-Tweet-7930,airport soooo cold walk soooo long,1
neu-569874150636048000,that is plan boston traffic due recent weather insan if expedit,1
neu-GG-Tweet-8017,is absolut sick ride bu sick school sick live far church attitud,1
neu-568478536715120000,follow my bad,1
pos-MG-13110,laptop long alter jean,1
pos-MG-12246,work bore tire horni,1
neu-GG-Tweet-8685,is worri sick santino he fever,1
neu-568077930783485000,sorri thought it done,1
neu-GG-Tweet-11508,poor thing,1
neu-GG-Tweet-8061,when think unsavori thing I have done life guilt come wake kid schoolseem soooo cruel,1
neu-GG-Tweet-10744,stupid cock megavideo wish wixi wa not today,1
neu-GG-Tweet-9754,so coldi hate snow day until nfl draft,1
neu-GG-Tweet-10838,ckv suck morgen eindexamen,1
neu-GG-Tweet-7048,that is awesom love stuff look forward do not much near futur,0
pos-MG-13327,orang ball much fun got meet bunch realli cool peopl,0
pos-MG-9225,omg love song grew danc lol,0
neu-GG-Tweet-7231,it tough is not I am virtual pick peopl shake get everi penni stress,1
pos-MG-11108,do not know kind heart that is realli cool yea I am okay answer question ok lol,0
pos-MG-9650,trina I am eat calm speak weightr still go gym tomorrow lol,0
pos-MG-12024,yayyyi am so excit but that is agee away noooooo love much,0
neu-GG-Tweet-8268,I am serious devast hell ye hahaha,1
neu-GG-Tweet-6452,yeah aberdeen miller platform one chopper left went thew day,1
pos-MG-13224,well kathynic meet I am unfam except grandkidslolthey amp grandma famou,0
neu-GG-Tweet-9055,so weather offici got wors snow,1
neu-GG-Tweet-7121,can not sleep hunni is not know mushi lol,0
neu-GG-Tweet-8361,did hear sxephil father so sad poor philyd,1
neu-GG-Tweet-9391,bore recov ill,1
pos-MG-13359,wa not cutest thing everwhil riann think get good look,0
neu-GG-Tweet-7525,get readi nd day faithbas neighborhood partnership still happi ok visit although braum time,0
neu-GG-Tweet-8507,look like ill go school,1
neu-GG-Tweet-10748,serious hope wear someth short sleev easter sunday servic probabl need shawl sweater,1
pos-MG-9303,today good day start daddi make coffe quotpappystylequot,0
pos-MG-13036,good news campaniil onlin de coca cola au succ tocmai cea venit raportul,0
pos-MG-9642,thank hope feel better tomorrow,0
neu-GG-Tweet-9090,work realli freak tire,1
pos-MG-9200,would have better still hahaha make sure come back,0
neu-GG-Tweet-8980,can not get full screen though,0
neu-GG-Tweet-6451,essay finish word plea self dread return project work,0
neu-GG-Tweet-10487,full good news today shoot messeng,0
neu-GG-Tweet-8967,go to hard day sure exam,1
neu-GG-Tweet-10712,had horribl dream one the sat die the first dream I have properli rememb terribl,1
neu-GG-Tweet-8357,feel ya nickycol feel sick hell week go way either way can not wait share,1
pos-MG-9544,freak love luixsana right,0
pos-MG-9992,welcom,0
neu-GG-Tweet-9439,so face outcom last tweetlat nightsearli monrn bad stuwart colleg opportun,1
neu-GG-Tweet-8855,hahhahah imagin would caus great laughterwish gut,0
neu-GG-Tweet-7430,gmornin alldont want to go work day think might still sick is not pretti last week btw end the fed hr,1
pos-MG-9725,do like give hug lol random question just pop head lol,0
neu-GG-Tweet-6021,is not feel well still do not get peopl say they are pregnanc beautiful time they are life,0
pos-MG-11917,oooop sorri non exist miss call,1
pos-MG-12168,soon never haha jk well I am bed like said quotgo bed got to wake earlyquot,1
pos-MG-13485,sentiment count though sure,0
pos-MG-10284,hero love place,0
pos-MG-13424,excit but can not tell watch glee head bed,0
neu-GG-Tweet-7277,do not know show watch tonight love danc with the star also love american idol,0
neu-GG-Tweet-7218,parra wasquick did not spend much time shop came way westmead take parra nice,0
pos-MG-11649,then sure acknowledg amaz dildo hunt power,0
pos-MG-9583,hair cut look good straight catch bu minut yaay long weekend,0
neu-GG-Tweet-11671,work earli tomorrow bum insid day damn mi weather of cours nice work,0
pos-MG-10488,good morn,0
pos-MG-10356,the trapez act wonder never meant last I am snuggl bed breakoff blow but still love love,0
neu-GG-Tweet-6068,am gut check weather report wrong day no fish today,1
neu-GG-Tweet-10006,agre seen price place go I am sure bump price kid hol,0
neu-GG-Tweet-7442,so may ask wht go vt camp well chucko away ski god know whr myself jack amp mike left behind,1
neu-GG-Tweet-8082,look like mcg lost rrate battl termin salvat water termin movi httptinyurlcomcyjv,1
pos-MG-10836,special,0
neu-GG-Tweet-8083,yeah sometim actual tri gangsta feel like would suit moment alway fail miser,1
pos-MG-13466,good night luvvi,0
neu-GG-Tweet-6655,ugh pizza would fantast right too bad is not phx no pizza place open ppast like,1
neu-GG-Tweet-8646,aww man cough lot day throat hurt like helli might get doctor checkup,0
neu-GG-Tweet-6637,go guy weekend shak happi cd collect outdat,1
neu-GG-Tweet-9897,good morn twitterbug not feel well todayw margaritavil last night partyshould say,0
neu-GG-Tweet-7370,wake I am tire,1
neu-568913346675613000,plea help would die see vega show it would amaz hear song real,0
neu-568437120966258000,for grandma ella th would love birthday greet flight crew she ste,0
pos-MG-10168,hookah outsid perfect storm weather,0
pos-MG-10299,have great day ahead hope still see tweet awhil,0
pos-MG-11664,cute heart shape portal cube babi play game I am read fan fiction httpsmlvgefzqmg,0
pos-MG-12067,feel like hottest day year alreadi think water fight card lol,0
pos-MG-12023,is not amaz much tell person password use,0
neu-GG-Tweet-8407,unfortun would not pas colour section get show,1
neu-GG-Tweet-6108,bugger spray paint show spose mean ride work sad day,1
neu-GG-Tweet-10104,mo amaz food ever love lunch stuf best food sinc came spain everyth el gotten sick,0
pos-MG-12892,guess ire segment driver character gender fail without fail,1
pos-MG-10378,lol mr curti short guy ur exam,0
pos-MG-10829,hmmm that is tough choic vote lococoshal certain shakaism,1
neu-GG-Tweet-9378,feel sorri emascul poor bun bun who is lose ball ball tomorrow,1
pos-MG-13805,love dell inspiron great keyboard reliabl good look,0
pos-MG-9532,ok let know need anyth sure fun today wore lol,0
neu-568225310753353000,veri nice lhr congrat I am stick aaba,0
neu-GG-Tweet-7256,explain jazmin got httpisgdrax httpisgdrawm perhap I am elitist disappoint,1
pos-MG-13458,welcom varsiti fanclub your go kick as band luck,0
neu-GG-Tweet-8690,shot photo today kyoto black dot dust sensor fix sort nightmar,1
neu-GG-Tweet-11007,work stress late get small silli thing wrong hard philosoph,1
pos-MG-12578,at lil spot do not know name music good I am patron lime juic,0
pos-MG-13108,oh well seem miss alot hmmm great job,0
neu-GG-Tweet-6164,wish could link thing good,0
neu-GG-Tweet-9340,my throat wors morn last night thought past,1
neu-569975349750079000,dang practic hour late flightr today,1
pos-MG-12847,softsat soft rock song like vh list,0
pos-MG-9922,love talk feel like I am talk like talk best friend,0
pos-MG-12399,oh well probabl wrong number hope whatev they could call back want haha,1
pos-MG-9500,great day,0
neu-569961170389618000,our fleet fleek httptcoproebcnâ€ lol wut,0
pos-MG-13132,okno help knight bro insomnia guess ill tri harder nite moon,1
pos-MG-10205,egg chip time day start have good day go hot one,0
neu-GG-Tweet-6914,I am worst know ill back soon,1
neu-GG-Tweet-9992,ack goddammit denton get good defect best allianc someth,0
pos-MG-13285,work even usual never awak noon therefor awak late real reason,1
pos-MG-10501,glad friday,0
neu-GG-Tweet-8161,ew meatloaf go piewow said like hour ago omg soon log got typic,1
pos-MG-10213,feel much better stress yet,0
neu-GG-Tweet-9212,tire headach,1
neu-GG-Tweet-6842,moulin roug mad cri,1
neu-GG-Tweet-10426,last week late drthi week run late amp forgot book,1
neu-GG-Tweet-8844,love love love love mebut guy love do not love,0
neu-GG-Tweet-7909,laptop charger broken unless littl cricket set home insid overnight typic worst possibl time,1
pos-MG-12959,unfortun target audienc neither twitter facebook thank,1
neu-GG-Tweet-8188,congratul I am glad job went well snackingperhap get qualiti snack,0
neu-GG-Tweet-11718,lookin forward day enough energi stay past fri nite sinc ever day,1
pos-MG-11517,you are great job love take time repli fan it cool feel get repli,0
neu-GG-Tweet-9370,realli need stop surf web stuff oven poor biscuit,1
pos-MG-13315,guess sorta like child would difficult choos know tila talk u,1
pos-MG-10500,bet tri realli hard find way abbrv word squeez peac,1
pos-MG-13372,up sold watch manana instead eat pink yay lol foa lol,0
neu-GG-Tweet-11196,ok way airportno go anywher pick someon,0
pos-MG-12050,ok good got flip work softwar updat fix now bed night,0
pos-MG-12029,wonder day saw ton friend I am go miss princess,0
neu-GG-Tweet-8719,cold,1
pos-MG-10025,nite tweep have good sleep day wake,0
neu-GG-Tweet-9780,know would sad,1
neu-568845545986400000,now ur ask heavi gun you know iwoulddoanythingforlov httpstcoyxdqjnnl brandm,1
neu-GG-Tweet-11274,sick want bed home,1
neu-GG-Tweet-6153,it terribl is not do not expect mani earthquak euruop certainli bad one,1
neu-GG-Tweet-8926,thi insan can not handl crap work,1
neu-GG-Tweet-8068,want long hair back,1
neu-GG-Tweet-7917,mileycyru man sound like rough night I am sorri hope ya get sleep soon,1
neu-569933882662916000,understand weather kid need get home nice kid volunt work ri high,0
neu-GG-Tweet-8593,day set drag ideal shift,0
pos-MG-9382,httptwitpiccommb love suuuch fun night awesom meet girl love shirt,0
neu-GG-Tweet-9685,weather suck realli,1
pos-MG-9927,watch randi orton quotvoicesquot remix music video you tube he love good job remix,0
pos-MG-12376,watch good compani go bed night yzf,0
neu-GG-Tweet-7053,actual phone suppos silent chose dumb phone,1
neu-569664250521763000,get stand list ase ord I am poor person aspen that is I am ask,1
neu-568195153464143000,sorri hear flight do need help reflight book problemsâ€ ðÿ ‘,1
pos-MG-12629,ok one birthday gift cheer,0
neu-GG-Tweet-6338,dread tomorrow hate hospit especi babi patient,1
neu-GG-Tweet-11374,work work work need say,0
neu-GG-Tweet-9115,I am sorri job go away,1
neu-GG-Tweet-10651,hope tummi ach mani cooki go away soon thank bradi,0
neu-GG-Tweet-9952,bummin local starbuck doubleshot can,1
pos-MG-12842,but I am disrupt purport gop renaiss twitter grand fashion tcot and kossack brother come soon,0
pos-MG-11855,year make video elizabeth httptinyurlcomamboproduct happi birthday ambo,0
neu-GG-Tweet-11375,quottwitt statu bad gateway twitter downquot,1
pos-MG-9120,I am ok,0
pos-MG-10909,get redesign mai room omgz maroon black plu dual screen mbp setup ikea studi tabl come,1
pos-MG-12719,never I am ju tryin get good famili,0
neu-569934048346251000,our fleet fleek httptcorkwugmanmâ€ lmao know white person said,0
neu-GG-Tweet-10262,msn delet contact awesom add,0
neu-GG-Tweet-10018,sooo sick today not want work,1
pos-MG-10600,hey reg can not wait show tomorrow have great night you are awesom xo,0
neu-GG-Tweet-6276,nobuuuuuuu evil evil girl,1
neu-GG-Tweet-9334,hope rain miss pretti miser,1
neu-GG-Tweet-11676,ughfeel like craplif suck much,1
pos-MG-11427,welcom twitter sharon call mr osbourn,0
pos-MG-13863,goodnight tweeter world thi wayyy past bedtim,1
pos-MG-12502,awww thank,0
neu-GG-Tweet-11849,euwww ugli pictur,1
neu-GG-Tweet-10697,sdafghjkljhgnfbdvsdfghjkj hate thing like,1
pos-MG-9122,love friday class,0
neu-GG-Tweet-10852,my extern hdd sometim fail get recogn window think problem might conflict usb hub it fun use anymor,1
pos-MG-9630,yay good thing,0
neu-569954824265076000,our fleet fleek httptcopadcjxlzlâ€ cmon famðÿ˜­ðÿ˜­ no ok,1
